id,source,target,weight
8501506-8501609,8501506,8501609,1675
8501605-8501609,8501605,8501609,48675
8501509-8501600,8501509,8501600,502
8501510-8501600,8501510,8501600,16566
8501509-8501601,8501509,8501601,9246
8501510-8501601,8501510,8501601,250
8501600-8501601,8501600,8501601,17673
8501554-8517484,8501554,8517484,7611
8501562-8501563,8501562,8501563,7552
8501562-8501564,8501562,8501564,2694
8501563-8501564,8501563,8501564,8174
8501563-8501565,8501563,8501565,2072
8501564-8501565,8501564,8501565,6851
8501564-8501566,8501564,8501566,2424
8501565-8501566,8501565,8501566,7379
8501565-8501568,8501565,8501568,1862
8501566-8501568,8501566,8501568,6950
8501566-8530303,8501566,8530303,2291
8501568-8530303,8501568,8530303,9241
8501572-8501573,8501572,8501573,8238
8501576-8501577,8501576,8501577,8238
8501576-8501578,8501576,8501578,4096
8501577-8501578,8501577,8501578,8238
8501576-8501579,8501576,8501579,12481
8501579-8501580,8501579,8501580,8755
8501601-8501602,8501601,8501602,17658
8501602-8501603,8501602,8501603,17673
8501603-8501604,8501603,8501604,17673
8501605-8501636,8501605,8501636,12111
8501605-8501683,8501605,8501683,9239
8501636-8501683,8501636,8501683,4852
8501609-8501950,8501609,8501950,2836
8501609-8501951,8501609,8501951,2652
8501950-8501951,8501950,8501951,2836
8501609-8501952,8501609,8501952,236
8501951-8501952,8501951,8501952,5488
8501609-8507471,8501609,8507471,3702
8501952-8507471,8501952,8507471,4401
8501609-8507472,8501609,8507472,94
8501952-8507472,8501952,8507472,379
8507471-8507472,8507471,8507472,8280
8501636-8501661,8501636,8501661,5506
8501636-8501672,8501636,8501672,707
8501671-8501672,8501671,8501672,6660
8501636-8515296,8501636,8515296,1413
8501689-8515296,8501689,8515296,4485
8501729-8515296,8501729,8515296,1649
8505165-8515296,8505165,8515296,6408
8509179-8515296,8509179,8515296,1090
8501661-8501662,8501661,8501662,6660
8501662-8501663,8501662,8501663,6660
8501663-8501664,8501663,8501664,6660
8501664-8501665,8501664,8501665,6660
8501665-8501666,8501665,8501666,6660
8501666-8501667,8501666,8501667,6660
8501667-8501668,8501667,8501668,6660
8501668-8501669,8501668,8501669,6660
8501669-8501670,8501669,8501670,6660
8501670-8501671,8501670,8501671,6660
8501672-8501673,8501672,8501673,7823
8501673-8501674,8501673,8501674,8056
8501674-8501675,8501674,8501675,8056
8501675-8501676,8501675,8501676,8056
8501676-8501677,8501676,8501677,8056
8501677-8501729,8501677,8501729,8056
8501683-8501684,8501683,8501684,13859
8501684-8501685,8501684,8501685,13844
8501685-8501686,8501685,8501686,13844
8501686-8501687,8501686,8501687,13859
8501687-8501688,8501687,8501688,13859
8501688-8501689,8501688,8501689,36890
8501689-8505165,8501689,8505165,884
8505119-8505165,8505119,8505165,11568
8505164-8505165,8505164,8505165,10644
8501727-8588193,8501727,8588193,372
8530523-8588193,8530523,8588193,7187
8501729-8505163,8501729,8505163,6407
8505119-8505163,8505119,8505163,3938
8502001-8502002,8502001,8502002,11221
8502001-8502003,8502001,8502003,9311
8502002-8502003,8502002,8502003,11224
8502001-8502007,8502001,8502007,18661
8502006-8502007,8502006,8502007,20008
8502001-8502100,8502001,8502100,16642
8502003-8502004,8502003,8502004,20550
8502004-8502005,8502004,8502005,20550
8502005-8502006,8502005,8502006,19950
8502007-8502008,8502007,8502008,20221
8502007-8502009,8502007,8502009,9599
8502008-8502009,8502008,8502009,20231
8502007-8502010,8502007,8502010,10141
8502009-8502010,8502009,8502010,249
8502009-8502011,8502009,8502011,19957
8502010-8502011,8502010,8502011,251
8502009-8502020,8502009,8502020,9599
8502012-8502020,8502012,8502020,20227
8502011-8502012,8502011,8502012,20221
8502017-8502019,8502017,8502019,17504
8502017-8502021,8502017,8502021,2716
8502019-8502021,8502019,8502021,17633
8502020-8502021,8502020,8502021,29811
8502021-8502022,8502021,8502022,20382
8502021-8502028,8502021,8502028,19978
8502024-8502028,8502024,8502028,1491
8502027-8502028,8502027,8502028,17633
8502022-8502023,8502022,8502023,20382
8502023-8502024,8502023,8502024,20382
8502024-8502025,8502024,8502025,17648
8502024-8502042,8502024,8502042,1225
8502028-8502042,8502028,8502042,1491
8502029-8502042,8502029,8502042,30
8502034-8502042,8502034,8502042,17317
8502025-8502026,8502025,8502026,17648
8502026-8502027,8502026,8502027,17648
8502028-8502029,8502028,8502029,17666
8502028-8502200,8502028,8502200,18996
8502029-8502030,8502029,8502030,15662
8502029-8502034,8502029,8502034,1941
8502033-8502034,8502033,8502034,16224
8502030-8502031,8502030,8502031,16224
8502031-8502032,8502031,8502032,16224
8502032-8502033,8502032,8502033,16224
8502034-8502119,8502034,8502119,531
8502042-8502119,8502042,8502119,15695
8502104-8502119,8502104,8502119,16894
8502113-8502119,8502113,8502119,44593
8502114-8502119,8502114,8502119,10732
8502100-8502101,8502100,8502101,16642
8502101-8502102,8502101,8502102,16894
8502102-8502103,8502102,8502103,16894
8502103-8502104,8502103,8502104,16894
8502105-8502106,8502105,8502106,13520
8502105-8502111,8502105,8502111,8993
8502110-8502111,8502110,8502111,10574
8502105-8502211,8502105,8502211,10291
8502106-8502211,8502106,8502211,1754
8502119-8502211,8502119,8502211,3759
8502202-8502211,8502202,8502211,15641
8502111-8502112,8502111,8502112,19525
8502113-8502114,8502113,8502114,29806
8502113-8502115,8502113,8502115,9536
8502114-8502115,8502114,8502115,19091
8502113-8502123,8502113,8502123,34467
8502113-8502177,8502113,8502177,34206
8502115-8502116,8502115,8502116,18822
8502115-8503503,8502115,8503503,9048
8502128-8503503,8502128,8503503,18590
8502247-8503503,8502247,8503503,9980
8503000-8503503,8503000,8503503,175
8503001-8503503,8503001,8503503,487
8503020-8503503,8503020,8503503,252
8503147-8503503,8503147,8503503,9778
8503306-8503503,8503306,8503503,250
8503424-8503503,8503424,8503503,9055
8503502-8503503,8503502,8503503,22234
8502116-8502128,8502116,8502128,19091
8502119-8502120,8502119,8502120,16657
8502119-8502202,8502119,8502202,18988
8502201-8502202,8502201,8502202,20234
8502119-8502237,8502119,8502237,9980
8502215-8502237,8502215,8502237,8553
8502120-8502121,8502120,8502121,16642
8502121-8502122,8502121,8502122,16642
8502123-8502160,8502123,8502160,34467
8502160-8502161,8502160,8502161,34467
8502161-8502162,8502161,8502162,33093
8502162-8502163,8502162,8502163,33068
8502162-8502174,8502162,8502174,25
8502169-8502174,8502169,8502174,33054
8502163-8502164,8502163,8502164,33054
8502164-8502165,8502164,8502165,33054
8502165-8502166,8502165,8502166,33054
8502166-8502167,8502166,8502167,33054
8502167-8502168,8502167,8502168,33054
8502168-8502169,8502168,8502169,33054
8502174-8502176,8502174,8502176,33436
8502174-8502183,8502174,8502183,27
8502176-8502183,8502176,8502183,33054
8502177-8502178,8502177,8502178,34206
8502178-8502179,8502178,8502179,34206
8502179-8502180,8502179,8502180,34206
8502180-8502181,8502180,8502181,29766
8502180-8502195,8502180,8502195,4440
8502194-8502195,8502194,8502195,34206
8502181-8502182,8502181,8502182,34206
8502182-8502191,8502182,8502191,34206
8502183-8502184,8502183,8502184,33093
8502184-8502189,8502184,8502189,34467
8502185-8502186,8502185,8502186,34406
8502185-8502188,8502185,8502188,249
8502187-8502188,8502187,8502188,34640
8502185-8502213,8502185,8502213,1002
8502188-8502213,8502188,8502213,19368
8502204-8502213,8502204,8502213,216
8502212-8502213,8502212,8502213,34799
8502186-8502187,8502186,8502187,34640
8502188-8502248,8502188,8502248,15289
8502213-8502248,8502213,8502248,20225
8502188-8502268,8502188,8502268,250
8502248-8502268,8502248,8502268,34479
8502189-8516450,8502189,8516450,34467
8502191-8502192,8502191,8502192,34206
8502192-8502194,8502192,8502194,34206
8502195-8502196,8502195,8502196,29346
8502195-8502197,8502195,8502197,4440
8502196-8502197,8502196,8502197,34206
8502197-8502199,8502197,8502199,34206
8502200-8502201,8502200,8502201,20234
8502202-8502203,8502202,8502203,36076
8502202-8502204,8502202,8502204,9728
8502203-8502204,8502203,8502204,36076
8502202-8502212,8502202,8502212,3364
8502211-8502212,8502211,8502212,31445
8502204-8502205,8502204,8502205,16793
8502204-8502206,8502204,8502206,64658
8502204-8502220,8502204,8502220,19363
8502204-8502230,8502204,8502230,1238
8502206-8502230,8502206,8502230,33847
8502205-8502231,8502205,8502231,16793
8502206-8502208,8502206,8502208,19620
8502206-8515992,8502206,8515992,721
8502230-8515992,8502230,8515992,7768
8502306-8515992,8502306,8515992,7518
8505000-8515992,8505000,8515992,18562
8502208-8502209,8502208,8502209,19369
8502213-8502214,8502213,8502214,26210
8502213-8502215,8502213,8502215,8553
8502214-8502215,8502214,8502215,24961
8502215-8502216,8502215,8502216,13439
8502215-8502218,8502215,8502218,5785
8502217-8502218,8502217,8502218,13439
8502216-8502217,8502216,8502217,13439
8502218-8502219,8502218,8502219,19235
8502220-8502221,8502220,8502221,35459
8502221-8502222,8502221,8502222,35459
8502222-8502223,8502222,8502223,35459
8502223-8502224,8502223,8502224,35459
8502224-8502225,8502224,8502225,19363
8502224-8502229,8502224,8502229,16096
8502227-8502229,8502227,8502229,19363
8502225-8502226,8502225,8502226,19363
8502226-8502227,8502226,8502227,19363
8502230-8502306,8502230,8502306,17041
8502231-8502300,8502231,8502300,16793
8502237-8502247,8502237,8502247,18533
8502248-8502269,8502248,8502269,998
8502268-8502269,8502268,8502269,19368
8502268-8502270,8502268,8502270,15539
8502269-8502270,8502269,8502270,18990
8502269-8502271,8502269,8502271,1235
8502270-8502271,8502270,8502271,19102
8502270-8502272,8502270,8502272,15288
8502271-8502272,8502271,8502272,20225
8502270-8502273,8502270,8502273,250
8502272-8502273,8502272,8502273,35503
8502273-8502274,8502273,8502274,34905
8502273-8502276,8502273,8502276,691
8502275-8502276,8502275,8502276,34907
8502274-8502275,8502274,8502275,34907
8502276-8502277,8502276,8502277,35331
8502276-8517377,8502276,8517377,251
8517376-8517377,8517376,8517377,34640
8502277-8502278,8502277,8502278,34640
8502277-8503508,8502277,8503508,435
8502278-8503508,8502278,8503508,34640
8503001-8503508,8503001,8503508,3728
8503016-8503508,8503016,8503508,215
8503020-8503508,8503020,8503508,753
8503147-8503508,8503147,8503508,4464
8503306-8503508,8503306,8503508,11778
8503504-8503508,8503504,8503508,7640
8503505-8503508,8503505,8503508,3241
8503506-8503508,8503506,8503508,32539
8502300-8505004,8502300,8505004,10026
8503000-8505004,8503000,8505004,16300
8503284-8505004,8503284,8505004,472
8503286-8505004,8503286,8505004,754
8503292-8505004,8503292,8505004,8514
8503295-8505004,8503295,8505004,472
8505000-8505004,8505000,8505004,9029
8505002-8505004,8505002,8505004,6794
8505003-8505004,8505003,8505004,11252
8502300-8515993,8502300,8515993,6767
8505004-8515993,8505004,8515993,501
8505112-8515993,8505112,8515993,487
8505114-8515993,8505114,8515993,8551
8515992-8515993,8515992,8515993,34568
8503000-8503001,8503000,8503001,111070
8503000-8503003,8503000,8503003,118049
8503001-8503003,8503001,8503003,54944
8503000-8503006,8503000,8503006,90476
8503001-8503006,8503001,8503006,41497
8503003-8503006,8503003,8503006,58894
8503004-8503006,8503004,8503006,37460
8503000-8503009,8503000,8503009,752
8503006-8503009,8503006,8503009,38232
8503000-8503010,8503000,8503010,1313
8503006-8503010,8503006,8503010,16996
8503009-8503010,8503009,8503010,38984
8503000-8503016,8503000,8503016,30322
8503006-8503016,8503006,8503016,45111
8503011-8503016,8503011,8503016,17247
8503015-8503016,8503015,8503016,19870
8503000-8503202,8503000,8503202,4648
8503001-8503202,8503001,8503202,7047
8503010-8503202,8503010,8503202,498
8503016-8503202,8503016,8503202,23739
8503201-8503202,8503201,8503202,38984
8503000-8503206,8503000,8503206,7547
8503202-8503206,8503202,8503206,9047
8503204-8503206,8503204,8503206,16996
8503205-8503206,8503205,8503206,19589
8503000-8503504,8503000,8503504,19071
8503016-8503504,8503016,8503504,7640
8503020-8503504,8503020,8503504,3264
8503141-8503504,8503141,8503504,15600
8503503-8503504,8503503,8503504,61307
8503000-8509000,8503000,8509000,12085
8503225-8509000,8503225,8509000,1706
8506319-8509000,8506319,8509000,7303
8508005-8509000,8508005,8509000,27
8508100-8509000,8508100,8509000,4932
8503000-8509404,8503000,8509404,4299
8506319-8509404,8506319,8509404,1919
8509004-8509404,8509004,8509404,7303
8509402-8509404,8509402,8509404,10007
8503001-8503020,8503001,8503020,2491
8503003-8503020,8503003,8503020,70273
8503004-8503020,8503004,8503020,251
8503006-8503020,8503006,8503020,62147
8503008-8503020,8503008,8503020,21119
8503016-8503020,8503016,8503020,18845
8503003-8503004,8503003,8503004,38662
8503003-8503110,8503003,8503110,499
8503006-8503110,8503006,8503110,250
8503011-8503110,8503011,8503110,752
8503020-8503110,8503020,8503110,36943
8503109-8503110,8503109,8503110,19395
8503003-8503123,8503003,8503123,2008
8503006-8503123,8503006,8503123,19078
8503020-8503123,8503020,8503123,16976
8503122-8503123,8503122,8503123,37694
8503003-8503125,8503003,8503125,502
8503020-8503125,8503020,8503125,18595
8503123-8503125,8503123,8503125,37193
8503124-8503125,8503124,8503125,19578
8503003-8506000,8503003,8506000,2255
8503016-8506000,8503016,8506000,24272
8503134-8506000,8503134,8506000,4650
8503139-8506000,8503139,8506000,14845
8503306-8506000,8503306,8506000,16100
8503307-8506000,8503307,8506000,8803
8503340-8506000,8503340,8506000,19318
8503400-8506000,8503400,8506000,19362
8503424-8506000,8503424,8506000,18611
8503512-8506000,8503512,8506000,36082
8504100-8506000,8504100,8506000,7138
8504300-8506000,8504300,8506000,9282
8505000-8506000,8505000,8506000,6743
8503004-8503100,8503004,8503100,951
8503020-8503100,8503020,8503100,34446
8503006-8503007,8503006,8503007,18864
8503006-8503008,8503006,8503008,2255
8503007-8503008,8503007,8503008,18864
8503006-8503015,8503006,8503015,1003
8503011-8503015,8503011,8503015,18867
8503006-8503126,8503006,8503126,32
8503125-8503126,8503125,8503126,38675
8503006-8503129,8503006,8503129,15534
8503011-8503129,8503011,8503129,18612
8503110-8503129,8503110,8503129,502
8503128-8503129,8503128,8503129,19360
8503010-8503011,8503010,8503011,55980
8503011-8503200,8503011,8503200,502
8503016-8503200,8503016,8503200,19118
8503110-8503200,8503110,8503200,250
8503129-8503200,8503129,8503200,19114
8503016-8503304,8503016,8503304,251
8503020-8503304,8503020,8503304,252
8503112-8503304,8503112,8503304,3155
8503202-8503304,8503202,8503304,15855
8503016-8503305,8503016,8503305,752
8503020-8503305,8503020,8503305,502
8503112-8503305,8503112,8503305,15289
8503129-8503305,8503129,8503305,10523
8503202-8503305,8503202,8503305,2510
8503210-8503305,8503210,8503305,18337
8503225-8503305,8503225,8503305,753
8503303-8503305,8503303,8503305,24253
8503304-8503305,8503304,8503305,19593
8503016-8503307,8503016,8503307,251
8503202-8503307,8503202,8503307,251
8503305-8503307,8503305,8503307,38936
8503020-8503101,8503020,8503101,1749
8503100-8503101,8503100,8503101,35397
8503020-8503104,8503020,8503104,18814
8503101-8503104,8503101,8503104,1749
8503103-8503104,8503103,8503104,19800
8503020-8503147,8503020,8503147,36082
8503123-8503147,8503123,8503147,18742
8503128-8503147,8503128,8503147,19350
8503130-8503147,8503130,8503147,250
8503020-8503310,8503020,8503310,1003
8503125-8503310,8503125,8503310,18081
8503147-8503310,8503147,8503310,18599
8503306-8503310,8503306,8503310,3404
8503020-8503506,8503020,8503506,985
8503147-8503506,8503147,8503506,12535
8503505-8503506,8503505,8503506,19555
8503020-8503526,8503020,8503526,4009
8503525-8503526,8503525,8503526,18864
8503020-8518459,8503020,8518459,501
8503125-8518459,8503125,8518459,3012
8503209-8518459,8503209,8518459,15850
8503051-8503052,8503051,8503052,38944
8503051-8503088,8503051,8503088,1110
8503054-8503088,8503054,8503088,19573
8503055-8503088,8503055,8503088,486
8503056-8503088,8503056,8503088,1451
8503057-8503088,8503057,8503088,16931
8503087-8503088,8503087,8503088,37437
8503052-8503053,8503052,8503053,38944
8503053-8503054,8503053,8503054,38889
8503054-8503055,8503054,8503055,19371
8503055-8503056,8503055,8503056,18884
8503056-8503057,8503056,8503057,16931
8503059-8503060,8503059,8503060,20498
8503059-8503061,8503059,8503061,5420
8503060-8503061,8503060,8503061,25318
8503059-8503062,8503059,8503062,221
8503061-8503062,8503061,8503062,25303
8503059-8503065,8503059,8503065,14340
8503064-8503065,8503064,8503065,24140
8503059-8503067,8503059,8503067,354
8503066-8503067,8503066,8503067,32043
8503062-8503063,8503062,8503063,25088
8503062-8503066,8503062,8503066,432
8503065-8503066,8503065,8503066,28515
8503063-8503064,8503063,8503064,24735
8503065-8503070,8503065,8503070,5068
8503066-8503070,8503066,8503070,246
8503068-8503070,8503068,8503070,18957
8503065-8530811,8503065,8530811,1028
8503072-8530811,8503072,8530811,4332
8503078-8530811,8503078,8530811,32464
8503067-8503068,8503067,8503068,32002
8503067-8503077,8503067,8503077,748
8503075-8503077,8503075,8503077,32043
8503068-8503072,8503068,8503072,217
8503070-8503072,8503070,8503072,25303
8503068-8503074,8503068,8503074,12869
8503072-8503074,8503072,8503074,18118
8503072-8503075,8503072,8503075,432
8503074-8503075,8503074,8503075,30162
8503077-8503078,8503077,8503078,32825
8503086-8503087,8503086,8503087,37437
8503088-8503089,8503088,8503089,28627
8503088-8503090,8503088,8503090,48362
8503089-8503090,8503089,8503090,28627
8503090-8503091,8503090,8503091,37437
8503091-8503093,8503091,8503093,37437
8503093-8503094,8503093,8503094,37437
8503094-8503095,8503094,8503095,37437
8503095-8503096,8503095,8503096,37437
8503096-8503097,8503096,8503097,37437
8503097-8503098,8503097,8503098,4228
8503097-8503099,8503097,8503099,29005
8503098-8503099,8503098,8503099,4228
8503101-8503102,8503101,8503102,35397
8503102-8503103,8503102,8503103,35397
8503103-8503111,8503103,8503111,15597
8503104-8503111,8503104,8503111,2998
8503105-8503111,8503105,8503111,15851
8503110-8503111,8503110,8503111,949
8503104-8503105,8503104,8503105,35246
8503104-8503106,8503104,8503106,1749
8503105-8503106,8503105,8503106,19395
8503106-8503107,8503106,8503107,21114
8503107-8503108,8503107,8503108,21114
8503108-8503109,8503108,8503109,19395
8503110-8503112,8503110,8503112,18436
8503111-8503112,8503111,8503112,936
8503110-8503113,8503110,8503113,9653
8503110-8503115,8503110,8503115,9553
8503113-8503115,8503113,8503115,9653
8503110-8503120,8503110,8503120,37694
8503110-8503209,8503110,8503209,19029
8503116-8503209,8503116,8503209,6554
8503125-8503209,8503125,8503209,16100
8503202-8503209,8503202,8503209,27
8503206-8503209,8503206,8503209,16372
8503207-8503209,8503207,8503209,16996
8503208-8503209,8503208,8503209,19019
8503111-8503141,8503111,8503141,34446
8503112-8503141,8503112,8503141,951
8503115-8503116,8503115,8503116,19071
8503116-8503117,8503116,8503117,10152
8503116-8503118,8503116,8503118,9623
8503116-8503119,8503116,8503119,7098
8503118-8503119,8503118,8503119,9489
8503116-8506200,8503116,8506200,359
8503117-8506200,8503117,8506200,10164
8503284-8506200,8503284,8506200,1210
8503286-8506200,8503286,8506200,251
8505004-8506200,8505004,8506200,754
8505018-8506200,8505018,8506200,6543
8503119-8503225,8503119,8503225,18799
8503209-8503225,8503209,8503225,28
8503221-8503225,8503221,8503225,30365
8503223-8503225,8503223,8503225,956
8503224-8503225,8503224,8503225,7742
8503120-8503121,8503120,8503121,37694
8503121-8503122,8503121,8503122,37680
8503121-8503134,8503121,8503134,15096
8503123-8503124,8503123,8503124,19578
8503123-8503130,8503123,8503130,250
8503129-8503130,8503129,8503130,18858
8503123-8503300,8503123,8503300,250
8503147-8503300,8503147,8503300,18992
8503126-8503127,8503126,8503127,38356
8503127-8503128,8503127,8503128,38708
8503129-8503301,8503129,8503301,5011
8503300-8503301,8503300,8503301,19242
8503134-8503135,8503134,8503135,15096
8503135-8503136,8503135,8503136,15096
8503136-8503137,8503136,8503137,15096
8503137-8503138,8503137,8503138,15096
8503138-8503139,8503138,8503139,15096
8503147-8503306,8503147,8503306,250
8503305-8503306,8503305,8503306,53430
8503147-8503423,8503147,8503423,9055
8503307-8503423,8503307,8503423,8054
8503421-8503423,8503421,8503423,19598
8503200-8503201,8503200,8503201,38984
8503202-8503203,8503202,8503203,19613
8503202-8503204,8503202,8503204,16996
8503203-8503204,8503203,8503204,19613
8503204-8503205,8503204,8503205,19613
8503206-8503207,8503206,8503207,36585
8503206-8503283,8503206,8503283,19139
8503209-8503283,8503209,8503283,16389
8503206-8503286,8503206,8503286,1252
8503209-8503286,8503209,8503286,251
8503284-8503286,8503284,8503286,1005
8503285-8503286,8503285,8503286,36501
8503207-8503208,8503207,8503208,19589
8503209-8503210,8503209,8503210,19589
8503209-8503211,8503209,8503211,16996
8503210-8503211,8503210,8503211,1002
8503209-8503220,8503209,8503220,7126
8503211-8503220,8503211,8503220,17998
8503209-8503221,8503209,8503221,8221
8503220-8503221,8503220,8503221,25357
8503209-8503280,8503209,8503280,472
8503209-8503282,8503209,8503282,7297
8503281-8503282,8503281,8503282,8986
8503209-8503284,8503209,8503284,2006
8503282-8503284,8503282,8503284,16755
8503283-8503284,8503283,8503284,36266
8503209-8503299,8503209,8503299,472
8503295-8503299,8503295,8503299,16891
8503221-8503222,8503221,8503222,8683
8503222-8503223,8503222,8503223,8683
8503223-8503224,8503223,8503224,7742
8503225-8503226,8503225,8503226,17002
8503225-8509411,8503225,8509411,7062
8509002-8509411,8509002,8509411,12152
8509004-8509411,8509004,8509411,27351
8509404-8509411,8509404,8509411,13644
8509406-8509411,8509406,8509411,9454
8503226-8503227,8503226,8503227,17030
8503227-8503228,8503227,8503228,17295
8503228-8503230,8503228,8503230,17295
8503230-8503231,8503230,8503231,17310
8503231-8503232,8503231,8503232,17937
8503232-8503233,8503232,8503233,17937
8503233-8503234,8503233,8503234,10235
8503234-8503235,8503234,8503235,10235
8503235-8503236,8503235,8503236,10235
8503236-8503237,8503236,8503237,10235
8503237-8503238,8503237,8503238,10235
8503238-8503239,8503238,8503239,10235
8503239-8503240,8503239,8503240,10235
8503280-8503281,8503280,8503281,8986
8503284-8503285,8503284,8503285,36501
8503284-8503290,8503284,8503290,8514
8503289-8503290,8503289,8503290,472
8503286-8503287,8503286,8503287,20391
8503286-8503288,8503286,8503288,17613
8503287-8503293,8503287,8503293,20391
8503288-8503289,8503288,8503289,17363
8503289-8503294,8503289,8503294,16891
8503292-8503294,8503292,8503294,472
8503290-8503292,8503290,8503292,8986
8503294-8503295,8503294,8503295,17363
8503301-8503302,8503301,8503302,24253
8503302-8503303,8503302,8503303,24253
8503307-8503308,8503307,8503308,19318
8503308-8503309,8503308,8503309,19318
8503309-8503340,8503309,8503340,19318
8503310-8503311,8503310,8503311,37679
8503310-8503312,8503310,8503312,3396
8503311-8503312,8503311,8503312,37679
8503312-8503313,8503312,8503313,19097
8503312-8503314,8503312,8503314,19333
8503314-8503315,8503314,8503315,19333
8503315-8503316,8503315,8503316,19333
8503316-8503317,8503316,8503317,19333
8503317-8503318,8503317,8503318,19333
8503318-8503319,8503318,8503319,19318
8503400-8503401,8503400,8503401,19347
8503400-8503402,8503400,8503402,17955
8503401-8503402,8503401,8503402,19347
8503402-8503403,8503402,8503403,19347
8503402-8503405,8503402,8503405,17949
8503403-8503404,8503403,8503404,19347
8503404-8503420,8503404,8503420,14314
8503409-8503410,8503409,8503410,28535
8503410-8503411,8503410,8503411,28612
8503411-8503413,8503411,8503413,18032
8503413-8503414,8503413,8503414,17955
8503414-8503415,8503414,8503415,17955
8503420-8503421,8503420,8503421,14318
8503424-8503425,8503424,8503425,18310
8503424-8506039,8503424,8506039,195
8506000-8506039,8506000,8506039,19096
8503424-8518243,8503424,8518243,23619
8503424-8518924,8503424,8518924,19598
8503425-8503426,8503425,8503426,18310
8503426-8503427,8503426,8503427,18310
8503427-8503428,8503427,8503428,18250
8503428-8503429,8503428,8503429,18280
8503429-8506025,8503429,8506025,18250
8506024-8506025,8506024,8506025,17311
8503501-8503502,8503501,8503502,22264
8503503-8516176,8503503,8516176,188
8503504-8516176,8503504,8516176,18292
8503505-8516176,8503505,8516176,752
8503508-8516176,8503508,8516176,3005
8503504-8503505,8503504,8503505,51467
8503505-8503525,8503505,8503525,18864
8503508-8503509,8503508,8503509,38323
8503508-8517376,8503508,8517376,34640
8503509-8503511,8503509,8503511,19586
8503509-8503512,8503509,8503512,18737
8503511-8503512,8503511,8503512,19586
8503512-8516219,8503512,8516219,985
8506003-8516219,8506003,8516219,740
8506008-8516219,8506008,8516219,2991
8506038-8516219,8506038,8516219,8803
8503526-8503527,8503526,8503527,18864
8503527-8503528,8503527,8503528,18864
8503528-8503529,8503528,8503529,18864
8504000-8504003,8504000,8504003,9013
8504000-8504007,8504000,8504007,10262
8504003-8504007,8504003,8504007,499
8504003-8504010,8504003,8504010,8514
8504007-8504010,8504007,8504010,10661
8504010-8504011,8504010,8504011,19275
8504012-8504013,8504012,8504013,9114
8504013-8504015,8504013,8504015,9114
8504014-8504016,8504014,8504016,17934
8504014-8504020,8504014,8504020,2837
8504014-8504023,8504014,8504023,10272
8504021-8504023,8504021,8504023,2837
8504014-8504060,8504014,8504060,15068
8504015-8504040,8504015,8504040,9114
8504016-8504017,8504016,8504017,17934
8504017-8504018,8504017,8504018,17934
8504018-8504120,8504018,8504120,17934
8504020-8504021,8504020,8504021,2837
8504023-8504024,8504023,8504024,15377
8504023-8504084,8504023,8504084,1475
8504023-8504086,8504023,8504086,16462
8504066-8504086,8504066,8504086,15030
8504079-8504086,8504079,8504086,4312
8504084-8504086,8504084,8504086,728
8504024-8504025,8504024,8504025,15377
8504025-8504026,8504025,8504026,15377
8504026-8504027,8504026,8504027,15377
8504027-8504028,8504027,8504028,15377
8504028-8504029,8504028,8504029,15377
8504029-8504030,8504029,8504030,15377
8504060-8504061,8504060,8504061,15323
8504061-8504062,8504061,8504062,15323
8504062-8504063,8504062,8504063,15068
8504063-8504064,8504063,8504064,11235
8504063-8504065,8504063,8504065,4088
8504064-8504065,8504064,8504065,11935
8504065-8504066,8504065,8504066,15323
8504070-8504071,8504070,8504071,4312
8504071-8504072,8504071,8504072,4312
8504072-8504073,8504072,8504073,4312
8504073-8504074,8504073,8504074,4312
8504074-8504075,8504074,8504075,4301
8504075-8504077,8504075,8504077,4312
8504077-8504078,8504077,8504078,4312
8504078-8504079,8504078,8504079,4312
8504100-8504101,8504100,8504101,31713
8504100-8504103,8504100,8504103,200
8504101-8504103,8504101,8504103,251
8504102-8504103,8504102,8504103,17693
8504100-8504128,8504100,8504128,14030
8504126-8504128,8504126,8504128,1199
8504127-8504128,8504127,8504128,12416
8504100-8504130,8504100,8504130,17256
8504100-8504181,8504100,8504181,3608
8504128-8504181,8504128,8504181,8466
8504140-8504181,8504140,8504181,9033
8504144-8504181,8504144,8504181,17257
8504100-8519133,8504100,8519133,1097
8504101-8519133,8504101,8519133,42
8504102-8519133,8504102,8519133,1867
8507000-8519133,8507000,8519133,498
8516161-8519133,8516161,8519133,19098
8504101-8504102,8504101,8504102,18965
8504103-8504104,8504103,8504104,19747
8504103-8504105,8504103,8504105,18345
8504104-8504105,8504104,8504105,19776
8504103-8504191,8504103,8504191,29
8504117-8504191,8504117,8504191,18555
8504105-8504106,8504105,8504106,37056
8504106-8504108,8504106,8504108,37056
8504108-8504113,8504108,8504113,18488
8504108-8504115,8504108,8504115,17475
8504113-8504115,8504113,8504115,19030
8504115-8504117,8504115,8504117,19777
8504120-8504121,8504120,8504121,17934
8504121-8504122,8504121,8504122,17934
8504122-8504123,8504122,8504123,10467
8504122-8504124,8504122,8504124,236
8504123-8504124,8504123,8504124,10941
8504122-8504134,8504122,8504134,7007
8504126-8504134,8504126,8504134,946
8504129-8504134,8504129,8504134,13634
8504133-8504134,8504133,8504134,17729
8504123-8504126,8504123,8504126,473
8504125-8504126,8504125,8504126,12655
8504124-8504125,8504124,8504125,11177
8504126-8504127,8504126,8504127,12416
8504128-8504129,8504128,8504129,20100
